Account_Balance,Loan_Duration,Credit_History,Loan_Purpose,Loan_Amount,Savings,Years_Employed,Installment_Rate,Gender_and_Status,Other_Debtors_Guarantors,Year_of_Residence,Property,Age,Installment_Plans,Housing,Existing_Credits,Job,Dependents,Telephone,Foreign,Credit_Rating
(A14) no checking account,36,(A33) delay in paying off in the past,(A43) radio/television,4463,(A61) ... < 100 DM,(A73) 1 <= ... < 4 years,4,(A93) male : single,(A101) none,2,"(A123) if not A121/A122 : car or other, not in attribute 6",26,(A143) none,(A152) own,2,(A174) management/ self-employed/,1,"(A192) yes, registered under the customers name",(A201) yes,Bad
(A14) no checking account,12,(A32) existing credits paid back duly till now,(A43) radio/television,776,(A61) ... < 100 DM,(A73) 1 <= ... < 4 years,4,(A94) male : married/widowed,(A101) none,2,(A121) real estate,28,(A143) none,(A152) own,1,(A173) skilled employee / official,1,(A191) none,(A201) yes,Good
(A11) ... < 0 DM,30,(A32) existing credits paid back duly till now,(A42) furniture/equipment,2406,(A61) ... < 100 DM,(A74) 4 <= ... < 7 years,4,(A92) female : divorced/separated/married,(A101) none,4,(A121) real estate,23,(A143) none,(A151) rent,1,(A173) skilled employee / official,1,(A191) none,(A201) yes,Bad
(A12) 0 <= ... < 200 DM,18,(A32) existing credits paid back duly till now,(A46) education,1239,(A65) unknown/ no savings account,(A73) 1 <= ... < 4 years,4,(A93) male : single,(A101) none,4,(A124) unknown / no property,61,(A143) none,(A153) for free,1,(A173) skilled employee / official,1,(A191) none,(A201) yes,Good
(A13) ... >= 200 DM /,12,(A32) existing credits paid back duly till now,(A43) radio/television,3399,(A65) unknown/ no savings account,(A75) .. >= 7 years,2,(A93) male : single,(A101) none,3,"(A123) if not A121/A122 : car or other, not in attribute 6",37,(A143) none,(A152) own,1,(A174) management/ self-employed/,1,(A191) none,(A201) yes,Good
(A13) ... >= 200 DM /,12,(A33) delay in paying off in the past,(A40) car (new),2247,(A61) ... < 100 DM,(A73) 1 <= ... < 4 years,2,(A92) female : divorced/separated/married,(A101) none,2,"(A123) if not A121/A122 : car or other, not in attribute 6",36,(A142) stores,(A152) own,2,(A173) skilled employee / official,1,"(A192) yes, registered under the customers name",(A201) yes,Good
(A14) no checking account,6,(A32) existing credits paid back duly till now,(A42) furniture/equipment,1766,(A61) ... < 100 DM,(A73) 1 <= ... < 4 years,1,(A94) male : married/widowed,(A101) none,2,(A122) if not A121 : building society savings agreement/,21,(A143) none,(A151) rent,1,(A173) skilled employee / official,1,(A191) none,(A201) yes,Good
(A11) ... < 0 DM,18,(A32) existing credits paid back duly till now,(A42) furniture/equipment,2473,(A61) ... < 100 DM,(A71) unemployed,4,(A93) male : single,(A101) none,1,"(A123) if not A121/A122 : car or other, not in attribute 6",25,(A143) none,(A152) own,1,(A171) unemployed/ unskilled - non-resident,1,(A191) none,(A201) yes,Bad
(A14) no checking account,12,(A32) existing credits paid back duly till now,(A49) business,1542,(A61) ... < 100 DM,(A74) 4 <= ... < 7 years,2,(A93) male : single,(A101) none,4,"(A123) if not A121/A122 : car or other, not in attribute 6",36,(A143) none,(A152) own,1,(A173) skilled employee / official,1,"(A192) yes, registered under the customers name",(A201) yes,Good
(A14) no checking account,18,(A34) critical account/,(A41) car (used),3850,(A61) ... < 100 DM,(A74) 4 <= ... < 7 years,3,(A93) male : single,(A101) none,1,"(A123) if not A121/A122 : car or other, not in attribute 6",27,(A143) none,(A152) own,2,(A173) skilled employee / official,1,(A191) none,(A201) yes,Good
(A11) ... < 0 DM,18,(A32) existing credits paid back duly till now,(A42) furniture/equipment,3650,(A61) ... < 100 DM,(A72) ... < 1 year,1,(A92) female : divorced/separated/married,(A101) none,4,"(A123) if not A121/A122 : car or other, not in attribute 6",22,(A143) none,(A151) rent,1,(A173) skilled employee / official,1,(A191) none,(A201) yes,Good
(A11) ... < 0 DM,36,(A32) existing credits paid back duly till now,(A42) furniture/equipment,3446,(A61) ... < 100 DM,(A75) .. >= 7 years,4,(A93) male : single,(A101) none,2,"(A123) if not A121/A122 : car or other, not in attribute 6",42,(A143) none,(A152) own,1,(A173) skilled employee / official,2,(A191) none,(A201) yes,Bad
(A12) 0 <= ... < 200 DM,18,(A32) existing credits paid back duly till now,(A42) furniture/equipment,3001,(A61) ... < 100 DM,(A74) 4 <= ... < 7 years,2,(A92) female : divorced/separated/married,(A101) none,4,(A121) real estate,40,(A143) none,(A151) rent,1,(A173) skilled employee / official,1,(A191) none,(A201) yes,Good
(A14) no checking account,36,(A32) existing credits paid back duly till now,(A40) car (new),3079,(A65) unknown/ no savings account,(A73) 1 <= ... < 4 years,4,(A93) male : single,(A101) none,4,(A121) real estate,36,(A143) none,(A152) own,1,(A173) skilled employee / official,1,(A191) none,(A201) yes,Good
(A14) no checking account,18,(A34) critical account/,(A43) radio/television,6070,(A61) ... < 100 DM,(A75) .. >= 7 years,3,(A93) male : single,(A101) none,4,"(A123) if not A121/A122 : car or other, not in attribute 6",33,(A143) none,(A152) own,2,(A173) skilled employee / official,1,"(A192) yes, registered under the customers name",(A201) yes,Good
(A14) no checking account,10,(A34) critical account/,(A42) furniture/equipment,2146,(A61) ... < 100 DM,(A72) ... < 1 year,1,(A92) female : divorced/separated/married,(A101) none,3,(A121) real estate,23,(A143) none,(A151) rent,2,(A173) skilled employee / official,1,(A191) none,(A201) yes,Good
(A14) no checking account,60,(A34) critical account/,(A40) car (new),13756,(A65) unknown/ no savings account,(A75) .. >= 7 years,2,(A93) male : single,(A101) none,4,(A124) unknown / no property,63,(A141) bank,(A153) for free,1,(A174) management/ self-employed/,1,"(A192) yes, registered under the customers name",(A201) yes,Good
(A12) 0 <= ... < 200 DM,60,(A31) all credits at this bank paid back duly,(A410) others,14782,(A62) 100 <= ... < 500 DM,(A75) .. >= 7 years,3,(A92) female : divorced/separated/married,(A101) none,4,(A124) unknown / no property,60,(A141) bank,(A153) for free,2,(A174) management/ self-employed/,1,"(A192) yes, registered under the customers name",(A201) yes,Bad
(A11) ... < 0 DM,48,(A31) all credits at this bank paid back duly,(A49) business,7685,(A61) ... < 100 DM,(A74) 4 <= ... < 7 years,2,(A92) female : divorced/separated/married,(A103) guarantor,4,"(A123) if not A121/A122 : car or other, not in attribute 6",37,(A143) none,(A151) rent,1,(A173) skilled employee / official,1,(A191) none,(A201) yes,Bad
(A14) no checking account,18,(A33) delay in paying off in the past,(A43) radio/television,2320,(A61) ... < 100 DM,(A71) unemployed,2,(A94) male : married/widowed,(A101) none,3,(A121) real estate,34,(A143) none,(A152) own,2,(A173) skilled employee / official,1,(A191) none,(A201) yes,Good
(A14) no checking account,7,(A33) delay in paying off in the past,(A43) radio/television,846,(A65) unknown/ no savings account,(A75) .. >= 7 years,3,(A93) male : single,(A101) none,4,(A124) unknown / no property,36,(A143) none,(A153) for free,1,(A173) skilled employee / official,1,(A191) none,(A201) yes,Good
(A12) 0 <= ... < 200 DM,36,(A32) existing credits paid back duly till now,(A40) car (new),14318,(A61) ... < 100 DM,(A75) .. >= 7 years,4,(A93) male : single,(A101) none,2,(A124) unknown / no property,57,(A143) none,(A153) for free,1,(A174) management/ self-employed/,1,"(A192) yes, registered under the customers name",(A201) yes,Bad
(A14) no checking account,6,(A34) critical account/,(A40) car (new),362,(A62) 100 <= ... < 500 DM,(A73) 1 <= ... < 4 years,4,(A92) female : divorced/separated/married,(A101) none,4,"(A123) if not A121/A122 : car or other, not in attribute 6",52,(A143) none,(A152) own,2,(A172) unskilled - resident,1,(A191) none,(A201) yes,Good
(A11) ... < 0 DM,20,(A32) existing credits paid back duly till now,(A42) furniture/equipment,2212,(A65) unknown/ no savings account,(A74) 4 <= ... < 7 years,4,(A93) male : single,(A101) none,4,"(A123) if not A121/A122 : car or other, not in attribute 6",39,(A143) none,(A152) own,1,(A173) skilled employee / official,1,"(A192) yes, registered under the customers name",(A201) yes,Good
(A12) 0 <= ... < 200 DM,18,(A32) existing credits paid back duly till now,(A41) car (used),12976,(A61) ... < 100 DM,(A71) unemployed,3,(A92) female : divorced/separated/married,(A101) none,4,(A124) unknown / no property,38,(A143) none,(A153) for free,1,(A174) management/ self-employed/,1,"(A192) yes, registered under the customers name",(A201) yes,Bad
(A14) no checking account,22,(A32) existing credits paid back duly till now,(A40) car (new),1283,(A65) unknown/ no savings account,(A74) 4 <= ... < 7 years,4,(A92) female : divorced/separated/married,(A101) none,4,(A122) if not A121 : building society savings agreement/,25,(A143) none,(A151) rent,1,(A173) skilled employee / official,1,(A191) none,(A201) yes,Good
(A13) ... >= 200 DM /,12,(A32) existing credits paid back duly till now,(A40) car (new),1330,(A61) ... < 100 DM,(A72) ... < 1 year,4,(A93) male : single,(A101) none,1,(A121) real estate,26,(A143) none,(A152) own,1,(A173) skilled employee / official,1,(A191) none,(A201) yes,Good
(A14) no checking account,30,(A33) delay in paying off in the past,(A49) business,4272,(A62) 100 <= ... < 500 DM,(A73) 1 <= ... < 4 years,2,(A93) male : single,(A101) none,2,(A122) if not A121 : building society savings agreement/,26,(A143) none,(A152) own,2,(A172) unskilled - resident,1,(A191) none,(A201) yes,Good
(A14) no checking account,18,(A34) critical account/,(A43) radio/television,2238,(A61) ... < 100 DM,(A73) 1 <= ... < 4 years,2,(A92) female : divorced/separated/married,(A101) none,1,"(A123) if not A121/A122 : car or other, not in attribute 6",25,(A143) none,(A152) own,2,(A173) skilled employee / official,1,(A191) none,(A201) yes,Good
(A14) no checking account,18,(A32) existing credits paid back duly till now,(A43) radio/television,1126,(A65) unknown/ no savings account,(A72) ... < 1 year,4,(A92) female : divorced/separated/married,(A101) none,2,(A121) real estate,21,(A143) none,(A151) rent,1,(A173) skilled employee / official,1,"(A192) yes, registered under the customers name",(A201) yes,Good
(A12) 0 <= ... < 200 DM,18,(A34) critical account/,(A42) furniture/equipment,7374,(A61) ... < 100 DM,(A71) unemployed,4,(A93) male : single,(A101) none,4,(A122) if not A121 : building society savings agreement/,40,(A142) stores,(A152) own,2,(A174) management/ self-employed/,1,"(A192) yes, registered under the customers name",(A201) yes,Good
(A12) 0 <= ... < 200 DM,15,(A34) critical account/,(A49) business,2326,(A63) 500 <= ... < 1000 DM,(A73) 1 <= ... < 4 years,2,(A93) male : single,(A101) none,4,"(A123) if not A121/A122 : car or other, not in attribute 6",27,(A141) bank,(A152) own,1,(A173) skilled employee / official,1,(A191) none,(A201) yes,Good
(A14) no checking account,9,(A32) existing credits paid back duly till now,(A49) business,1449,(A61) ... < 100 DM,(A74) 4 <= ... < 7 years,3,(A92) female : divorced/separated/married,(A101) none,2,"(A123) if not A121/A122 : car or other, not in attribute 6",27,(A143) none,(A152) own,2,(A173) skilled employee / official,1,(A191) none,(A201) yes,Good
(A14) no checking account,18,(A32) existing credits paid back duly till now,(A40) car (new),1820,(A61) ... < 100 DM,(A73) 1 <= ... < 4 years,2,(A94) male : married/widowed,(A101) none,2,(A122) if not A121 : building society savings agreement/,30,(A143) none,(A152) own,1,(A174) management/ self-employed/,1,"(A192) yes, registered under the customers name",(A201) yes,Good
(A12) 0 <= ... < 200 DM,12,(A32) existing credits paid back duly till now,(A42) furniture/equipment,983,(A64) .. >= 1000 DM,(A72) ... < 1 year,1,(A92) female : divorced/separated/married,(A101) none,4,(A121) real estate,19,(A143) none,(A151) rent,1,(A172) unskilled - resident,1,(A191) none,(A201) yes,Good
(A11) ... < 0 DM,36,(A32) existing credits paid back duly till now,(A40) car (new),3249,(A61) ... < 100 DM,(A74) 4 <= ... < 7 years,2,(A93) male : single,(A101) none,4,(A124) unknown / no property,39,(A141) bank,(A153) for free,1,(A174) management/ self-employed/,2,"(A192) yes, registered under the customers name",(A201) yes,Good
(A11) ... < 0 DM,6,(A34) critical account/,(A43) radio/television,1957,(A61) ... < 100 DM,(A74) 4 <= ... < 7 years,1,(A92) female : divorced/separated/married,(A101) none,4,"(A123) if not A121/A122 : car or other, not in attribute 6",31,(A143) none,(A152) own,1,(A173) skilled employee / official,1,(A191) none,(A201) yes,Good
(A14) no checking account,9,(A34) critical account/,(A42) furniture/equipment,2406,(A61) ... < 100 DM,(A71) unemployed,2,(A93) male : single,(A101) none,3,"(A123) if not A121/A122 : car or other, not in attribute 6",31,(A143) none,(A152) own,1,(A174) management/ self-employed/,1,(A191) none,(A201) yes,Good
(A12) 0 <= ... < 200 DM,39,(A33) delay in paying off in the past,(A46) education,11760,(A62) 100 <= ... < 500 DM,(A74) 4 <= ... < 7 years,2,(A93) male : single,(A101) none,3,(A124) unknown / no property,32,(A143) none,(A151) rent,1,(A173) skilled employee / official,1,"(A192) yes, registered under the customers name",(A201) yes,Good
(A11) ... < 0 DM,12,(A32) existing credits paid back duly till now,(A42) furniture/equipment,2578,(A61) ... < 100 DM,(A71) unemployed,3,(A92) female : divorced/separated/married,(A101) none,4,(A124) unknown / no property,55,(A143) none,(A153) for free,1,(A174) management/ self-employed/,1,(A191) none,(A201) yes,Good
(A11) ... < 0 DM,36,(A34) critical account/,(A42) furniture/equipment,2348,(A61) ... < 100 DM,(A73) 1 <= ... < 4 years,3,(A94) male : married/widowed,(A101) none,2,(A122) if not A121 : building society savings agreement/,46,(A143) none,(A152) own,2,(A173) skilled employee / official,1,"(A192) yes, registered under the customers name",(A201) yes,Good
(A12) 0 <= ... < 200 DM,12,(A32) existing credits paid back duly till now,(A40) car (new),1223,(A61) ... < 100 DM,(A75) .. >= 7 years,1,(A91) male : divorced/separated,(A101) none,1,(A121) real estate,46,(A143) none,(A151) rent,2,(A173) skilled employee / official,1,(A191) none,(A201) yes,Bad
(A14) no checking account,24,(A34) critical account/,(A43) radio/television,1516,(A64) .. >= 1000 DM,(A73) 1 <= ... < 4 years,4,(A92) female : divorced/separated/married,(A101) none,1,(A121) real estate,43,(A143) none,(A152) own,2,(A172) unskilled - resident,1,(A191) none,(A201) yes,Good
(A14) no checking account,18,(A32) existing credits paid back duly till now,(A43) radio/television,1473,(A61) ... < 100 DM,(A72) ... < 1 year,3,(A94) male : married/widowed,(A101) none,4,(A121) real estate,39,(A143) none,(A152) own,1,(A173) skilled employee / official,1,"(A192) yes, registered under the customers name",(A201) yes,Good
(A12) 0 <= ... < 200 DM,18,(A34) critical account/,(A49) business,1887,(A65) unknown/ no savings account,(A73) 1 <= ... < 4 years,4,(A94) male : married/widowed,(A101) none,4,(A121) real estate,28,(A141) bank,(A152) own,2,(A173) skilled employee / official,1,(A191) none,(A201) yes,Good
(A14) no checking account,24,(A33) delay in paying off in the past,(A49) business,8648,(A61) ... < 100 DM,(A72) ... < 1 year,2,(A93) male : single,(A101) none,2,"(A123) if not A121/A122 : car or other, not in attribute 6",27,(A141) bank,(A152) own,2,(A173) skilled employee / official,1,"(A192) yes, registered under the customers name",(A201) yes,Bad
(A14) no checking account,14,(A33) delay in paying off in the past,(A40) car (new),802,(A61) ... < 100 DM,(A73) 1 <= ... < 4 years,4,(A93) male : single,(A101) none,2,"(A123) if not A121/A122 : car or other, not in attribute 6",27,(A143) none,(A152) own,2,(A172) unskilled - resident,1,(A191) none,(A201) yes,Good
(A12) 0 <= ... < 200 DM,18,(A33) delay in paying off in the past,(A40) car (new),2899,(A65) unknown/ no savings account,(A75) .. >= 7 years,4,(A93) male : single,(A101) none,4,"(A123) if not A121/A122 : car or other, not in attribute 6",43,(A143) none,(A152) own,1,(A173) skilled employee / official,2,(A191) none,(A201) yes,Good
(A12) 0 <= ... < 200 DM,24,(A32) existing credits paid back duly till now,(A43) radio/television,2039,(A61) ... < 100 DM,(A72) ... < 1 year,1,(A94) male : married/widowed,(A101) none,1,(A122) if not A121 : building society savings agreement/,22,(A143) none,(A152) own,1,(A173) skilled employee / official,1,"(A192) yes, registered under the customers name",(A201) yes,Bad
(A14) no checking account,24,(A34) critical account/,(A41) car (used),2197,(A65) unknown/ no savings account,(A74) 4 <= ... < 7 years,4,(A93) male : single,(A101) none,4,"(A123) if not A121/A122 : car or other, not in attribute 6",43,(A143) none,(A152) own,2,(A173) skilled employee / official,2,"(A192) yes, registered under the customers name",(A201) yes,Good
